wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776760350.874,room_04,1776760350.868,1776760350.874,5.65,room_temperature_mp
1776760350.972,room_05,1776760350.969,1776760350.972,2.71,room_temperature_mp
1776760351.072,room_06,1776760351.07,1776760351.072,1.893,room_temperature_mp
1776760351.174,room_07,1776760351.172,1776760351.174,2.424,room_temperature_mp
1776760351.275,room_08,1776760351.273,1776760351.275,2.328,room_temperature_mp
1776760351.38,room_09,1776760351.374,1776760351.38,5.405,room_temperature_mp
1776760351.477,room_10,1776760351.475,1776760351.477,2.044,room_temperature_mp
1776760351.579,room_11,1776760351.577,1776760351.579,2.125,room_temperature_mp
1776760351.681,room_12,1776760351.679,1776760351.681,2.419,room_temperature_mp
1776760351.782,room_13,1776760351.78,1776760351.782,2.109,room_temperature_mp
1776760351.884,room_14,1776760351.881,1776760351.884,2.625,room_temperature_mp
1776760351.986,room_15,1776760351.983,1776760351.986,2.328,room_temperature_mp
1776760352.087,room_01,1776760352.084,1776760352.087,2.122,room_temperature_mp
1776760352.196,room_02,1776760352.188,1776760352.196,8.164,room_temperature_mp
1776760352.297,room_03,1776760352.292,1776760352.297,4.646,room_temperature_mp
1776760352.396,room_04,1776760352.393,1776760352.396,2.662,room_temperature_mp
1776760352.499,room_05,1776760352.495,1776760352.499,3.883,room_temperature_mp
1776760352.601,room_06,1776760352.598,1776760352.601,2.963,room_temperature_mp
1776760352.708,room_07,1776760352.706,1776760352.708,2.29,room_temperature_mp
1776760352.814,room_08,1776760352.807,1776760352.814,6.155,room_temperature_mp
1776760352.911,room_09,1776760352.909,1776760352.911,2.311,room_temperature_mp
1776760353.012,room_10,1776760353.01,1776760353.012,2.16,room_temperature_mp
1776760353.114,room_11,1776760353.112,1776760353.114,1.875,room_temperature_mp
1776760353.215,room_12,1776760353.213,1776760353.215,2.261,room_temperature_mp
1776760353.316,room_13,1776760353.314,1776760353.316,2.293,room_temperature_mp
1776760353.416,room_14,1776760353.415,1776760353.416,1.533,room_temperature_mp
1776760353.518,room_15,1776760353.516,1776760353.518,2.401,room_temperature_mp
1776760353.625,room_01,1776760353.617,1776760353.625,7.702,room_temperature_mp
1776760353.728,room_02,1776760353.723,1776760353.728,5.028,room_temperature_mp
1776760353.833,room_03,1776760353.827,1776760353.833,5.74,room_temperature_mp
1776760353.93,room_04,1776760353.928,1776760353.93,2.117,room_temperature_mp
1776760354.031,room_05,1776760354.029,1776760354.031,2.354,room_temperature_mp
