wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776759654.612,room_09,1776759654.608,1776759654.612,3.114,room_temperature_mp
1776759654.713,room_10,1776759654.711,1776759654.713,2.473,room_temperature_mp
1776759654.815,room_11,1776759654.813,1776759654.815,2.144,room_temperature_mp
1776759654.916,room_12,1776759654.914,1776759654.916,2.39,room_temperature_mp
1776759655.017,room_13,1776759655.015,1776759655.017,1.835,room_temperature_mp
1776759655.118,room_14,1776759655.116,1776759655.118,2.036,room_temperature_mp
1776759655.22,room_15,1776759655.217,1776759655.22,2.613,room_temperature_mp
1776759655.32,room_01,1776759655.318,1776759655.32,2.473,room_temperature_mp
1776759655.424,room_02,1776759655.419,1776759655.424,4.353,room_temperature_mp
1776759655.527,room_03,1776759655.521,1776759655.527,5.678,room_temperature_mp
1776759655.627,room_04,1776759655.622,1776759655.627,4.732,room_temperature_mp
1776759655.726,room_05,1776759655.724,1776759655.726,1.791,room_temperature_mp
1776759655.827,room_06,1776759655.825,1776759655.827,1.822,room_temperature_mp
1776759655.928,room_07,1776759655.926,1776759655.928,1.941,room_temperature_mp
1776759656.034,room_08,1776759656.032,1776759656.034,2.196,room_temperature_mp
